"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"43904","Roommates",1995,108,22000000,6.1,456,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"Missing",0,0,1,1,0,0,0
"43912","Root of All Evil, The",2004,101,150000,6.6,5,24.5,0,0,0,24.5,0,24.5,0,0,44.5,"Missing",0,0,1,0,0,0,0
"43916","Roots of Heaven, The",1958,121,4500000,6,91,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"43918","Roozi khe zan shodam",2000,78,180000,7.3,227,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"43919","Rope",1948,80,1500000,7.8,7916,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"43934","Rosalie",1937,123,2000000,6.2,73,4.5,0,4.5,4.5,14.5,4.5,24.5,24.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"43941","Rose & Alexander",2002,40,4800,8.9,7,0,0,0,0,0,0,14.5,24.5,14.5,44.5,"Missing",0,0,0,1,0,0,1
"43955","Rose, The",1979,125,8500000,6.6,1076,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"43966","Rosemary's Baby",1968,136,3200000,7.9,12033,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"43974","Rosewood",1997,140,31000000,6.8,1840,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"44035","Rounders",1998,121,12000000,7.2,13621,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"44040","Route 666",2001,86,2300000,4,487,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"44062","Roy",2000,11,500000,6.9,15,4.5,0,4.5,0,0,14.5,4.5,24.5,14.5,24.5,"Missing",0,0,1,0,0,0,1
"44076","Royal Tenenbaums, The",2001,111,21000000,7.6,31227,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,1,1,0,0,0
"44077","Royal Wedding",1951,93,1590920,6.6,545,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,1,0
"44099","Ruby in Paradise",1993,114,800000,7,827,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"44107","Rudolph Valentino and His 88 American Beauties",1923,13,0,4.1,9,14.5,14.5,14.5,0,14.5,14.5,14.5,24.5,0,14.5,"Missing",0,0,0,0,1,0,1
"44125","Rugrats Go Wild!",2003,81,25000000,4.8,423,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"PG",0,1,1,0,0,0,0
"44126","Rugrats Movie, The",1998,79,28000000,5.4,1455,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"Missing",0,1,1,0,0,0,0
"44127","Rugrats in Paris: The Movie - Rugrats II",2000,78,30000000,5.7,755,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"Missing",0,1,1,0,0,0,0
"44133","Rules of Attraction, The",2002,110,4000000,6.7,8552,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0
"44134","Rules of Engagement",2000,128,60000000,6.3,7903,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"44136","Rules, The",2004,29,20000,8.9,9,0,14.5,0,0,0,0,0,14.5,0,74.5,"Missing",0,0,0,0,0,0,1
"44146","Rumble Fish",1983,94,10000000,6.8,3354,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"44155","Rumpelstiltskin",1996,87,3000000,3,265,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"44163","Run Leia Run",2003,16,0,5.5,32,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,"Missing",1,1,1,0,0,0,1
"44175","Run, Angel, Run",1969,95,96000,5.4,28,0,14.5,4.5,14.5,24.5,4.5,24.5,4.5,4.5,14.5,"Missing",1,0,0,1,0,0,0
"44182","Runaway Bride",1999,116,70000000,5.4,12624,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,1,0
"44188","Runaway Jury",2003,127,60000000,7.1,10761,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"44192","Rundown, The",2003,104,85000000,6.5,8067,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"44201","Running Brave",1983,106,8000000,6.1,156,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,"Missing",0,0,0,0,0,0,0
"44210","Running Man, The",1987,101,27000000,6.2,11847,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"44212","Running Out",2001,97,50000,7.6,73,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,"Missing",0,0,0,0,0,0,0
"44218","Running Time",1997,70,120000,7,305,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"Missing",0,0,0,0,0,0,0
"44249","Rush Hour",1998,93,35000000,6.7,18336,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"44250","Rush Hour 2",2001,86,90000000,6.5,16581,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"44258","Rushmore",1998,93,10000000,7.7,22209,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",0,0,1,1,0,1,0
"44290","Rutland, USA",2002,100,4000,3.9,15,24.5,0,4.5,0,4.5,4.5,4.5,24.5,4.5,24.5,"Missing",1,0,1,0,0,0,0
"44296","Ryan's Daughter",1970,202,15000000,7.4,965,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,1,0
"44298","Rymdinvasion i Lappland",1959,81,40000,2.9,122,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"Missing",0,0,0,0,0,0,0
"44313","S.C.I.E.N.C.E",2004,96,3000,7.8,8,0,0,0,14.5,0,0,24.5,34.5,0,24.5,"Missing",0,0,1,0,0,1,0
"44325","S.W.A.T.",2003,117,80000000,5.9,12732,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"44335","SSSSSSS",1973,99,1300000,4.4,383,14.5,14.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"44339","Saadia",1953,82,1250000,4.6,8,0,0,14.5,14.5,14.5,14.5,0,34.5,0,14.5,"Missing",0,0,0,1,0,0,0
"44363","Sabrina",1954,113,2238813,7.6,5933,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"Missing",0,0,1,0,0,1,0
"44364","Sabrina",1995,127,58000000,6.1,7547,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,1,0,1,0
"44379","Sacred Is the Flesh",2001,94,300000,9.4,5,0,0,0,0,0,0,0,0,64.5,44.5,"Missing",0,0,0,0,0,0,0
"44388","Saddle Buster, The",1932,59,38000,4.7,15,0,4.5,4.5,24.5,4.5,34.5,14.5,0,0,4.5,"Missing",0,0,0,0,0,0,0
"44416","Safe Men",1998,88,1000000,6.1,590,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0
"44432","Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent, The",1957,66,65000,2.5,144,34.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,0,4.5,"Missing",0,0,0,0,0,0,0
"44443","Sahara",1983,111,25000000,3.5,157,14.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"44444","Sahara",2005,124,130000000,5.8,3004,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,0,1,0,0,0,0
"44486","Saint, The",1997,116,70000000,5.7,12591,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0
"44493","Saints and Soldiers",2003,90,780000,6.9,689,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"PG-13",1,0,0,1,0,0,0
"44526","Sally and Angela",2001,12,5000,6.5,14,0,0,14.5,4.5,0,24.5,34.5,4.5,0,14.5,"Missing",1,0,1,0,0,0,1
"44554","Salton Sea, The",2002,107,18000000,7.2,5070,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"44565","Salvador",1986,123,4500000,7.4,2568,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"44593","Same Difference",2003,14,7000,8.9,8,0,0,14.5,0,0,0,0,14.5,0,74.5,"Missing",0,0,0,0,0,0,1
"44621","Samsara",2001,138,3000000,7.6,636,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,0,1,0,1,0
"44641","San Francisco",1936,115,1300000,7.5,676,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,1,0
"44680","Sand Pebbles, The",1966,193,12000000,7.6,1773,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0
"44695","Sandpiper, The",1965,117,5300000,5.4,268,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"44698","Sands of Iwo Jima",1949,109,1000000,7,1353,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",1,0,0,1,0,1,0
"44713","Sangre eterna",2002,108,25000,4.6,148,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"44721","Sankofa",1993,125,1000000,5.9,106,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,64.5,"Missing",0,0,0,1,0,0,0
"44744","Santa Claus",1985,107,50000000,4.7,983,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"44745","Santa Claus Conquers the Martians",1964,81,200000,2.3,1876,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"44747","Santa Clause 2, The",2002,105,60000000,5.8,2616,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,1,0
"44762","Santa sangre",1989,123,787000,7.2,1165,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",0,0,0,1,0,0,0
"44784","Santos peregrinos",2004,94,900000,4.5,20,44.5,0,4.5,4.5,4.5,4.5,14.5,0,4.5,24.5,"Missing",0,0,1,0,0,0,0
"44798","Sara",1997,105,835000,6.3,175,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"Missing",1,0,0,0,0,1,0
"44811","Saratoga Trunk",1945,135,1750000,5.9,153,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"Missing",0,0,0,1,0,0,0
"44883","Saturn",1999,94,350000,5.5,43,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,34.5,"R",0,0,0,1,0,0,0
"44889","Satyricon",1969,129,3000000,6.5,1879,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"Missing",0,0,1,1,0,1,0
"44903","Savage",1995,99,5000000,4.1,93,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,0,14.5,"R",1,0,0,0,0,0,0
"44923","Savage Roses",2002,90,15000,2.7,17,44.5,4.5,0,0,0,4.5,4.5,24.5,14.5,0,"Missing",0,0,0,1,0,1,0
"44939","Save the Last Dance",2001,112,13000000,6.1,7613,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"44944","Saved!",2004,92,5000000,7.1,6504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0
"44949","Saving Private Ryan",1998,170,70000000,8.3,100267,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",1,0,0,1,0,0,0
"44950","Saving Ryan's Privates",1998,8,6500,6,74,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,34.5,"Missing",0,0,1,0,0,0,1
"44951","Saving Silverman",2001,96,22000000,5.4,6684,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"44953","Savior",1998,104,10000000,7.2,1775,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"44956","Saw",2004,100,1200000,7.5,17191,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,0,0,0,0
"44963","Say It Isn't So",2001,93,25000000,4.6,3144,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"44984","Scam Artist, The",2004,76,500000,7.1,12,44.5,0,0,0,0,0,4.5,4.5,4.5,34.5,"Missing",1,0,0,1,0,0,0
"45005","Scanner Cop II",1995,95,4000000,3.7,81,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"45014","Scaramouche",1923,101,858723,7.4,52,0,4.5,0,0,4.5,14.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,1,0
"45015","Scaramouche",1952,115,3500000,7.6,779,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,1,0
"45033","Scarface",1983,170,25000000,7.9,28300,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"Missing",0,0,0,1,0,0,0
"45040","Scarlet Clue, The",1945,65,75000,6.2,51,0,4.5,4.5,4.5,4.5,24.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"45045","Scarlet Empress, The",1934,104,900000,7.5,579,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"45047","Scarlet Letter, The",1926,98,430290,8,132,4.5,0,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,1,0,0,0
"45049","Scarlet Letter, The",1995,135,50000000,4.4,2426,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"45055","Scarlett Mecca and the Pentagram Girl",2000,20,20000,6.3,8,0,0,0,0,0,14.5,24.5,14.5,0,45.5,"Missing",0,0,0,1,0,0,1
"45060","Scary Movie",2000,88,19000000,5.5,23293,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"45061","Scary Movie 2",2001,83,45000000,4.2,12035,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"45062","Scary Movie 3",2003,84,45000000,5.3,9225,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"45070","Scene Smoking: Cigarettes, Cinema & the Myth of Cool",2001,59,145000,2.6,28,64.5,4.5,0,4.5,0,4.5,0,0,0,24.5,"Missing",0,0,0,0,1,0,0
"45071","Scene Stealers",2004,99,75000,8.6,14,24.5,14.5,0,0,0,0,0,0,24.5,34.5,"Missing",0,0,0,1,0,0,0
"45127","Schindler's List",1993,195,25000000,8.8,97667,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,0,1,0,0,0
"45132","Schizopolis",1996,96,250000,7,917,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"Missing",0,0,1,0,0,0,0
"45152","School Daze",1988,121,6500000,5.3,955,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"45161","School of Rock, The",2003,108,20000000,7.4,16452,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
"45205","Scooby-Doo",2002,86,84000000,4.8,9618,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"45206","Scope",2004,41,0,4.9,8,45.5,0,0,0,14.5,0,0,0,0,34.5,"Missing",0,0,0,0,0,0,1
"45215","Score, The",2001,124,68000000,6.8,16106,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"45222","Scorpio Rising",1964,30,16000,6.6,284,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"Missing",0,0,0,0,0,0,1
"45223","Scorpion King, The",2002,92,60000000,5.3,10111,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"45259","Scream",1996,111,15000000,7,43652,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"45260","Scream 2",1997,120,24000000,5.9,21533,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"45261","Scream 3",2000,116,40000000,5.4,15403,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"45275","Screamers",1995,108,11000000,5.6,2725,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"45291","Screen Test",1985,84,1000000,3.3,38,14.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,0,4.5,"Missing",0,0,1,0,0,0,0
"45296","Screwballs",1983,80,800000,4.3,241,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"45298","Screwed",2000,78,10000000,4.8,1592,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"45331","Se7en",1995,127,30000000,8.4,88371,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"45339","Sea Ghost",2004,90,1500000,3.7,10,24.5,0,34.5,0,24.5,0,14.5,14.5,0,14.5,"R",0,0,0,0,0,0,0
"45343","Sea Hawk, The",1940,127,1700000,7.8,1124,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,0,0,1,0
"45362","Seabiscuit",2003,141,86000000,7.5,11552,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,"PG-13",0,0,0,1,0,0,0
"45375","Search and Destroy",1995,90,4000000,5,402,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"45386","Searchers, The",1956,119,3750000,8.2,10211,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"Missing",0,0,0,1,0,0,0
"45388","Searching for Angela Shelton",2004,93,300000,8.7,14,4.5,0,0,0,0,4.5,4.5,4.5,0,74.5,"Missing",0,0,0,0,1,0,0
"45390","Searching for Debra Winger",2002,97,600000,5.6,301,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,1,0,0
"45448","Secondhand Lions",2003,120,30000000,7.4,5543,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,1,1,0,0,0
"45462","Secret Beyond the Door...",1948,99,615065,6.8,208,0,4.5,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"45464","Secret Ceremony",1968,109,3200000,5.4,146,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"45465","Secret Cinema, The",1968,30,5000,7.7,22,0,0,0,0,0,14.5,14.5,24.5,14.5,34.5,"Missing",0,0,1,0,0,0,1
"45480","Secret Invasion, The",1964,95,600000,5.7,87,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"45481","Secret Journal of Benny Travis, The",2003,29,51000,8.6,140,0,0,0,0,0,4.5,14.5,14.5,34.5,34.5,"Missing",0,0,0,0,0,0,1
"45482","Secret Kingdom, The",1998,90,800000,3.9,47,14.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,0,4.5,"PG",0,0,0,0,0,0,0
"45486","Secret Life of Girls, The",1999,90,2500000,5,145,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"45517","Secret Window",2004,96,40000000,6.3,13260,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"45536","Secret of the Purple Reef, The",1960,81,86000,5.3,12,0,0,4.5,4.5,0,34.5,24.5,0,0,24.5,"Missing",0,0,0,1,0,0,0
"45548","Secrets",1933,90,531641,6.5,16,0,0,4.5,4.5,4.5,14.5,4.5,24.5,4.5,24.5,"Missing",0,0,0,0,0,0,0
"45551","Secrets & Lies",1996,136,4500000,7.9,7747,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"45591","See Spot Run",2001,94,16000000,5,1193,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"45599","Seed of Chucky",2004,87,12000000,5.1,1342,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"R",0,0,1,0,0,0,0
"45654","Selena",1997,127,20000000,6.1,2870,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"45726","Sensations",1975,86,250000,5.1,23,4.5,0,0,0,4.5,4.5,24.5,14.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"45728","Sense and Sensibility",1995,136,16500000,7.7,13904,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,1,1,0,1,0
"45733","Sensitive New-Age Killer",2000,88,1000000,4.2,31,14.5,4.5,0,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"45747","Sentinel, The",1977,92,3700000,5.5,552,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"45774","September",1987,82,10000000,6.1,918,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"45793","Serendipity",2001,90,28000000,6.6,10795,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"45805","Sergeant York",1941,134,1400000,7.9,2239,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"Missing",0,0,0,1,0,0,0
"45818","Serial Mom",1994,95,13000000,6.3,4750,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"45820","Series of Small Things, A",2005,23,15000,8.4,7,0,14.5,0,0,0,0,0,14.5,14.5,45.5,"Missing",0,0,0,1,0,0,1
"45824","Serpent and the Rainbow, The",1988,98,7000000,5.9,2166,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"45828","Serpent's Kiss, The",1997,104,13000000,5.3,368,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"45829","Serpent's Lair",1995,90,4000000,4.1,118,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"45839","Serving Sara",2002,99,29000000,4.6,2990,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"45845","Session 9",2001,97,1500000,6.6,3718,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"45853","Set It Off",1996,123,9000000,6.1,1619,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,1,0,0,0
"45866","Setta, La",1991,112,2000000,5.7,184,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"45901","Seven Days in May",1964,118,2200000,7.8,1960,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"Missing",0,0,0,1,0,0,0
"45925","Seven Sinners",1940,87,760000,6.4,171,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"Missing",0,0,1,1,0,1,0
"45937","Seven Year Itch, The",1955,105,3200000,7.2,3211,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,0,0,0,0
"45939","Seven Years in Tibet",1997,139,70000000,6.6,9426,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"45945","Seventh Coin, The",1993,92,900000,4,58,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"Missing",0,0,0,0,0,0,0
"46013","Sex, Lies, and Videotape",1989,100,1200000,7.1,7461,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"46057","Sgt. Bilko",1996,93,39000000,5.1,3712,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"46059","Sgt. Pepper's Lonely Hearts Club Band",1978,113,18000000,3.6,1419,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"46062","Sh'Chur",1994,100,700000,6.7,18,14.5,0,4.5,14.5,0,4.5,24.5,14.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"46073","Shade",2003,101,6800000,6.5,1616,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
